time,NAME,X,Y,SPD,HDG,TYPE,COLOR,MODE,ALLSTOP,TIME,LENGTH,src
1722606271.119226,ned,24.89,-17.43,1.56,143.78,kayak,gray70,PARK,ManualOverride,203,1722606271.12,4,pNodeReporter
1722606271.244636,ned,25.04,-17.69,1.56,146.72,kayak,gray70,PARK,ManualOverride,204,1722606271.24,4,pNodeReporter
1722606271.495346,ned,25.19,-17.97,1.58,148.95,kayak,gray70,PARK,ManualOverride,205,1722606271.5,4,pNodeReporter
1722606272.247416,ned,25.63,-18.71,1.5,149.93,kayak,gray70,PARK,ManualOverride,206,1722606272.25,4,pNodeReporter
1722606272.624366,ned,26.08,-19.4,1.44,148.25,kayak,gray70,PARK,ManualOverride,207,1722606272.62,4,pNodeReporter
1722606273.001226,ned,26.21,-19.62,1.39,148.87,kayak,gray70,PARK,ManualOverride,208,1722606273,4,pNodeReporter
1722606273.1270761,ned,26.49,-20.08,1.39,149.21,kayak,gray70,PARK,ManualOverride,209,1722606273.13,4,pNodeReporter
1722606273.503976,ned,26.64,-20.3,1.38,149.17,kayak,gray70,PARK,ManualOverride,210,1722606273.5,4,pNodeReporter
1722606274.132096,ned,27.23,-21.17,1.36,146.48,kayak,gray70,PARK,ManualOverride,211,1722606274.13,4,pNodeReporter
1722606274.760176,ned,27.57,-21.62,1.43,144.86,kayak,gray70,PARK,ManualOverride,212,1722606274.76,4,pNodeReporter
1722606275.136296,ned,27.73,-21.84,1.44,144.54,kayak,gray70,PARK,ManualOverride,213,1722606275.14,4,pNodeReporter
1722606275.261706,ned,28.1,-22.3,1.49,142.85,kayak,gray70,PARK,ManualOverride,214,1722606275.26,4,pNodeReporter
1722606275.512396,ned,28.1,-22.3,1.49,142.85,kayak,gray70,PARK,ManualOverride,215,1722606275.51,4,pNodeReporter
1722606275.637796,ned,28.53,-22.77,1.59,140.58,kayak,gray70,PARK,ManualOverride,216,1722606275.64,4,pNodeReporter
1722606276.013806,ned,28.75,-23.03,1.63,139.76,kayak,gray70,PARK,ManualOverride,217,1722606276.01,4,pNodeReporter
1722606278.145016,ned,30.83,-25.4,1.41,139.51,kayak,gray70,PARK,ManualOverride,218,1722606278.14,4,pNodeReporter
1722606278.395916,ned,31.27,-25.86,1.55,138.21,kayak,gray70,PARK,ManualOverride,219,1722606278.4,4,pNodeReporter
1722606279.7747061,ned,32.85,-27.62,1.63,141.62,kayak,gray70,PARK,ManualOverride,220,1722606279.77,4,pNodeReporter
1722606280.151366,ned,33.03,-27.86,1.56,143.21,kayak,gray70,PARK,ManualOverride,221,1722606280.15,4,pNodeReporter
1722606280.277056,ned,33.2,-28.12,1.54,145.31,kayak,gray70,PARK,ManualOverride,222,1722606280.28,4,pNodeReporter
1722606280.654056,ned,33.5,-28.57,1.4,147.57,kayak,gray70,PARK,ManualOverride,223,1722606280.65,4,pNodeReporter
1722606281.282186,ned,34.02,-29.23,1.45,144.56,kayak,gray70,PARK,ManualOverride,224,1722606281.28,4,pNodeReporter
1722606281.9100761,ned,34.4,-29.68,1.54,142.68,kayak,gray70,PARK,ManualOverride,225,1722606281.91,4,pNodeReporter
1722606282.035816,ned,34.77,-30.2,1.58,145.04,kayak,gray70,PARK,ManualOverride,226,1722606282.04,4,pNodeReporter
1722606283.164496,ned,35.58,-31.36,1.35,145.72,kayak,gray70,PARK,ManualOverride,227,1722606283.16,4,pNodeReporter
1722606283.791306,ned,36.11,-32.07,1.09,143.57,kayak,gray70,PARK,ManualOverride,228,1722606283.79,4,pNodeReporter
1722606284.418166,ned,36.49,-32.53,1.05,141.41,kayak,gray70,PARK,ManualOverride,229,1722606284.42,4,pNodeReporter
1722606284.919536,ned,36.62,-32.68,1.01,141.33,kayak,gray70,PARK,ManualOverride,230,1722606284.92,4,pNodeReporter
1722606285.421066,ned,37.06,-33.18,0.8,139.15,kayak,gray70,PARK,ManualOverride,231,1722606285.42,4,pNodeReporter
1722606286.423996,ned,37.6,-33.68,0.74,137.07,kayak,gray70,PARK,ManualOverride,232,1722606286.42,4,pNodeReporter
1722606287.426966,ned,38.19,-34.12,0.62,133.91,kayak,gray70,PARK,ManualOverride,233,1722606287.43,4,pNodeReporter
1722606288.431906,ned,38.7,-34.46,0.52,131.86,kayak,gray70,PARK,ManualOverride,234,1722606288.43,4,pNodeReporter
1722606289.8136961,ned,39.33,-34.85,0.44,129.55,kayak,gray70,PARK,ManualOverride,235,1722606289.81,4,pNodeReporter
1722606290.691366,ned,39.62,-35.03,0.43,132.07,kayak,gray70,PARK,ManualOverride,236,1722606290.69,4,pNodeReporter
1722606291.443506,ned,39.9,-35.29,0.39,129.08,kayak,gray70,PARK,ManualOverride,237,1722606291.44,4,pNodeReporter
1722606294.452576,ned,40.85,-35.96,0.31,128.39,kayak,gray70,PARK,ManualOverride,238,1722606294.45,4,pNodeReporter
1722606296.211976,ned,41.29,-36.18,0.27,126.03,kayak,gray70,PARK,ManualOverride,239,1722606296.21,4,pNodeReporter
1722606296.5889661,ned,41.37,-36.22,0.26,128.95,kayak,gray70,PARK,ManualOverride,240,1722606296.59,4,pNodeReporter
1722606297.8454661,ned,41.61,-36.33,0.24,126.89,kayak,gray70,PARK,ManualOverride,241,1722606297.85,4,pNodeReporter
1722606300.231816,ned,42.03,-36.53,0.19,123.87,kayak,gray70,PARK,ManualOverride,242,1722606300.23,4,pNodeReporter
1722606301.864666,ned,42.26,-36.72,0.19,127.75,kayak,gray70,PARK,ManualOverride,243,1722606301.86,4,pNodeReporter
1722606304.878706,ned,42.72,-37.05,0.17,127.56,kayak,gray70,PARK,ManualOverride,244,1722606304.88,4,pNodeReporter
1722606307.8925161,ned,43.17,-37.33,0.13,127.56,kayak,gray70,PARK,ManualOverride,245,1722606307.89,4,pNodeReporter
1722606310.907126,ned,43.44,-37.46,0.1,127.56,kayak,gray70,PARK,ManualOverride,246,1722606310.91,4,pNodeReporter
1722606313.921586,ned,43.63,-37.53,0.09,127.56,kayak,gray70,PARK,ManualOverride,247,1722606313.92,4,pNodeReporter
1722606316.935616,ned,43.79,-37.59,0.08,127.56,kayak,gray70,PARK,ManualOverride,248,1722606316.94,4,pNodeReporter
1722606319.949536,ned,44.08,-37.61,0.08,127.56,kayak,gray70,PARK,ManualOverride,249,1722606319.95,4,pNodeReporter
1722606322.963416,ned,44.3,-37.62,0.07,127.56,kayak,gray70,PARK,ManualOverride,250,1722606322.96,4,pNodeReporter
1722606325.976986,ned,44.43,-37.68,0.06,127.56,kayak,gray70,PARK,ManualOverride,251,1722606325.98,4,pNodeReporter
1722606328.991036,ned,44.53,-37.7,0.04,127.56,kayak,gray70,PARK,ManualOverride,252,1722606328.99,4,pNodeReporter
1722606331.377466,ned,44.67,-37.46,0.21,115.13,kayak,gray70,PARK,ManualOverride,253,1722606331.38,4,pNodeReporter
1722606331.6286461,ned,44.72,-37.4,0.31,107.36,kayak,gray70,PARK,ManualOverride,254,1722606331.63,4,pNodeReporter
1722606331.879946,ned,44.79,-37.36,0.4,110.72,kayak,gray70,PARK,ManualOverride,255,1722606331.88,4,pNodeReporter
1722606332.256766,ned,44.94,-37.38,0.46,116.72,kayak,gray70,PARK,ManualOverride,256,1722606332.26,4,pNodeReporter
1722606332.382366,ned,45.01,-37.44,0.42,119.97,kayak,gray70,PARK,ManualOverride,257,1722606332.38,4,pNodeReporter
1722606332.759246,ned,45.12,-37.53,0.36,125.3,kayak,gray70,PARK,ManualOverride,258,1722606332.76,4,pNodeReporter
1722606333.010426,ned,45.16,-37.57,0.31,130.08,kayak,gray70,PARK,ManualOverride,259,1722606333.01,4,pNodeReporter
1722606333.261576,ned,45.21,-37.61,0.31,133.78,kayak,gray70,PARK,ManualOverride,260,1722606333.26,4,pNodeReporter
1722606333.5127861,ned,45.26,-37.64,0.28,137.89,kayak,gray70,PARK,ManualOverride,261,1722606333.51,4,pNodeReporter
1722606333.889656,ned,45.32,-37.7,0.25,142.27,kayak,gray70,PARK,ManualOverride,262,1722606333.89,4,pNodeReporter
1722606334.140846,ned,45.35,-37.74,0.23,144.68,kayak,gray70,PARK,ManualOverride,263,1722606334.14,4,pNodeReporter
1722606334.3921661,ned,45.39,-37.79,0.2,146.73,kayak,gray70,PARK,ManualOverride,264,1722606334.39,4,pNodeReporter
1722606334.769116,ned,45.42,-37.86,0.19,153.22,kayak,gray70,PARK,ManualOverride,265,1722606334.77,4,pNodeReporter
1722606335.396876,ned,45.43,-37.99,0.18,156.56,kayak,gray70,PARK,ManualOverride,266,1722606335.4,4,pNodeReporter
1722606336.024656,ned,45.43,-38.14,0.17,161.75,kayak,gray70,PARK,ManualOverride,267,1722606336.02,4,pNodeReporter
1722606336.275906,ned,45.43,-38.24,0.17,167.32,kayak,gray70,PARK,ManualOverride,268,1722606336.28,4,pNodeReporter
1722606336.401746,ned,45.42,-38.35,0.17,173.52,kayak,gray70,PARK,ManualOverride,269,1722606336.4,4,pNodeReporter
1722606336.653126,ned,45.42,-38.44,0.15,175.54,kayak,gray70,PARK,ManualOverride,270,1722606336.65,4,pNodeReporter
1722606337.029916,ned,45.38,-38.83,0.15,174.51,kayak,gray70,PARK,ManualOverride,271,1722606337.03,4,pNodeReporter
1722606337.281266,ned,45.35,-38.96,0.15,176.73,kayak,gray70,PARK,ManualOverride,272,1722606337.28,4,pNodeReporter
1722606337.658056,ned,45.31,-39.18,0.15,180.3,kayak,gray70,PARK,ManualOverride,273,1722606337.66,4,pNodeReporter
1722606338.411756,ned,45.24,-39.57,0.14,180.3,kayak,gray70,PARK,ManualOverride,274,1722606338.41,4,pNodeReporter
1722606339.4167461,ned,45.17,-40.01,0.12,180.3,kayak,gray70,PARK,ManualOverride,275,1722606339.42,4,pNodeReporter
1722606342.4311461,ned,45.04,-40.61,0.1,180.3,kayak,gray70,PARK,ManualOverride,276,1722606342.43,4,pNodeReporter
1722606345.4451761,ned,44.98,-40.9,0.08,180.3,kayak,gray70,PARK,ManualOverride,277,1722606345.44,4,pNodeReporter
1722606348.456556,ned,44.98,-41.14,0.06,180.3,kayak,gray70,PARK,ManualOverride,278,1722606348.46,4,pNodeReporter
1722606351.464806,ned,44.94,-41.38,0.06,180.3,kayak,gray70,PARK,ManualOverride,279,1722606351.46,4,pNodeReporter
1722606354.477256,ned,44.9,-41.61,0.04,180.3,kayak,gray70,PARK,ManualOverride,280,1722606354.48,4,pNodeReporter
1722606357.486346,ned,44.91,-41.79,0.05,180.3,kayak,gray70,PARK,ManualOverride,281,1722606357.49,4,pNodeReporter
1722606360.496156,ned,44.91,-41.98,0.04,180.3,kayak,gray70,PARK,ManualOverride,282,1722606360.5,4,pNodeReporter
1722606363.507886,ned,44.91,-42.09,0.02,180.3,kayak,gray70,PARK,ManualOverride,283,1722606363.51,4,pNodeReporter
1722606366.515956,ned,44.93,-42.24,0.02,180.3,kayak,gray70,PARK,ManualOverride,284,1722606366.52,4,pNodeReporter
1722606369.528346,ned,44.94,-42.37,0.03,180.3,kayak,gray70,PARK,ManualOverride,285,1722606369.53,4,pNodeReporter
1722606372.537196,ned,45,-42.5,0.04,180.3,kayak,gray70,PARK,ManualOverride,286,1722606372.54,4,pNodeReporter
1722606375.546886,ned,45.01,-42.59,0.01,180.3,kayak,gray70,PARK,ManualOverride,287,1722606375.55,4,pNodeReporter
1722606378.558576,ned,45.01,-42.7,0.02,180.3,kayak,gray70,PARK,ManualOverride,288,1722606378.56,4,pNodeReporter
1722606381.566986,ned,44.98,-42.81,0.01,180.3,kayak,gray70,PARK,ManualOverride,289,1722606381.57,4,pNodeReporter
1722606384.579416,ned,44.97,-42.92,0.03,180.3,kayak,gray70,PARK,ManualOverride,290,1722606384.58,4,pNodeReporter
1722606387.588516,ned,45,-43.03,0.03,180.3,kayak,gray70,PARK,ManualOverride,291,1722606387.59,4,pNodeReporter
1722606390.598156,ned,45.05,-43.11,0.04,180.3,kayak,gray70,PARK,ManualOverride,292,1722606390.6,4,pNodeReporter
1722606393.610476,ned,45.06,-43.2,0.02,180.3,kayak,gray70,PARK,ManualOverride,293,1722606393.61,4,pNodeReporter
1722606396.618726,ned,45.08,-43.29,0.03,180.3,kayak,gray70,PARK,ManualOverride,294,1722606396.62,4,pNodeReporter
1722606399.631956,ned,45.06,-43.39,0.03,180.3,kayak,gray70,PARK,ManualOverride,295,1722606399.63,4,pNodeReporter
1722606402.640456,ned,45.08,-43.48,0.03,180.3,kayak,gray70,PARK,ManualOverride,296,1722606402.64,4,pNodeReporter
1722606405.650806,ned,45.09,-43.53,0.01,180.3,kayak,gray70,PARK,ManualOverride,297,1722606405.65,4,pNodeReporter
1722606408.662666,ned,45.09,-43.59,0.03,180.3,kayak,gray70,PARK,ManualOverride,298,1722606408.66,4,pNodeReporter
1722606411.6709661,ned,45.08,-43.59,0.01,180.3,kayak,gray70,PARK,ManualOverride,299,1722606411.67,4,pNodeReporter
1722606414.683816,ned,45.08,-43.63,0,180.3,kayak,gray70,PARK,ManualOverride,300,1722606414.68,4,pNodeReporter
1722606417.693696,ned,45.08,-43.64,0.02,180.3,kayak,gray70,PARK,ManualOverride,301,1722606417.69,4,pNodeReporter
1722606420.703416,ned,45.08,-43.66,0.01,180.3,kayak,gray70,PARK,ManualOverride,302,1722606420.7,4,pNodeReporter
1722606423.7180161,ned,45.06,-43.68,0.01,180.3,kayak,gray70,PARK,ManualOverride,303,1722606423.72,4,pNodeReporter
1722606426.728176,ned,45.04,-43.72,0.01,180.3,kayak,gray70,PARK,ManualOverride,304,1722606426.73,4,pNodeReporter
1722606429.736556,ned,45.01,-43.77,0.02,180.3,kayak,gray70,PARK,ManualOverride,305,1722606429.74,4,pNodeReporter
1722606432.750176,ned,44.98,-43.83,0.02,180.3,kayak,gray70,PARK,ManualOverride,306,1722606432.75,4,pNodeReporter
1722606435.764106,ned,45,-43.81,0.01,180.3,kayak,gray70,PARK,ManualOverride,307,1722606435.76,4,pNodeReporter
1722606438.778306,ned,45.01,-43.79,0.01,180.3,kayak,gray70,PARK,ManualOverride,308,1722606438.78,4,pNodeReporter
1722606441.793076,ned,45.05,-43.79,0.02,180.3,kayak,gray70,PARK,ManualOverride,309,1722606441.79,4,pNodeReporter
1722606444.806866,ned,45.13,-43.77,0.02,180.3,kayak,gray70,PARK,ManualOverride,310,1722606444.81,4,pNodeReporter
1722606447.820996,ned,45.27,-43.74,0.02,180.3,kayak,gray70,PARK,ManualOverride,311,1722606447.82,4,pNodeReporter
1722606450.834796,ned,45.34,-43.7,0.01,180.3,kayak,gray70,PARK,ManualOverride,312,1722606450.83,4,pNodeReporter
1722606453.846456,ned,45.38,-43.7,0.01,180.3,kayak,gray70,PARK,ManualOverride,313,1722606453.85,4,pNodeReporter
1722606456.854716,ned,45.39,-43.68,0.01,180.3,kayak,gray70,PARK,ManualOverride,314,1722606456.85,4,pNodeReporter
1722606459.867546,ned,45.41,-43.7,0.01,180.3,kayak,gray70,PARK,ManualOverride,315,1722606459.87,4,pNodeReporter
1722606462.876126,ned,45.37,-43.72,0.02,180.3,kayak,gray70,PARK,ManualOverride,316,1722606462.88,4,pNodeReporter
1722606465.8867161,ned,45.35,-43.72,0.01,180.3,kayak,gray70,PARK,ManualOverride,317,1722606465.89,4,pNodeReporter
1722606468.900566,ned,45.37,-43.72,0.05,180.3,kayak,gray70,PARK,ManualOverride,318,1722606468.9,4,pNodeReporter
1722606471.914866,ned,45.38,-43.7,0,180.3,kayak,gray70,PARK,ManualOverride,319,1722606471.91,4,pNodeReporter
1722606474.928396,ned,45.39,-43.68,0,180.3,kayak,gray70,PARK,ManualOverride,320,1722606474.93,4,pNodeReporter
1722606477.942406,ned,45.41,-43.68,0.01,180.3,kayak,gray70,PARK,ManualOverride,321,1722606477.94,4,pNodeReporter
1722606480.956486,ned,45.39,-43.64,0.02,180.3,kayak,gray70,PARK,ManualOverride,322,1722606480.96,4,pNodeReporter
1722606483.970336,ned,45.39,-43.64,0.01,180.3,kayak,gray70,PARK,ManualOverride,323,1722606483.97,4,pNodeReporter
1722606486.982816,ned,45.42,-43.63,0,180.3,kayak,gray70,PARK,ManualOverride,324,1722606486.98,4,pNodeReporter
1722606489.993476,ned,45.39,-43.61,0.01,180.3,kayak,gray70,PARK,ManualOverride,325,1722606489.99,4,pNodeReporter
1722606493.006236,ned,45.38,-43.59,0.01,180.3,kayak,gray70,PARK,ManualOverride,326,1722606493.01,4,pNodeReporter
1722606496.0147161,ned,45.35,-43.55,0.01,180.3,kayak,gray70,PARK,ManualOverride,327,1722606496.01,4,pNodeReporter
1722606499.026456,ned,45.28,-43.53,0.05,180.3,kayak,gray70,PARK,ManualOverride,328,1722606499.03,4,pNodeReporter
1722606502.036226,ned,45.21,-43.55,0.02,180.3,kayak,gray70,PARK,ManualOverride,329,1722606502.04,4,pNodeReporter
1722606505.044936,ned,45.13,-43.57,0.02,180.3,kayak,gray70,PARK,ManualOverride,330,1722606505.04,4,pNodeReporter
1722606508.057996,ned,45.12,-43.55,0.04,180.3,kayak,gray70,PARK,ManualOverride,331,1722606508.06,4,pNodeReporter
1722606511.066386,ned,45.13,-43.5,0.03,180.3,kayak,gray70,PARK,ManualOverride,332,1722606511.07,4,pNodeReporter
1722606514.078096,ned,45.16,-43.4,0.03,180.3,kayak,gray70,PARK,ManualOverride,333,1722606514.08,4,pNodeReporter
1722606516.210616,ned,45.19,-43.22,0.09,180.3,kayak,gray70,PARK,ManualOverride,334,1722606516.21,4,pNodeReporter
1722606517.338926,ned,45.21,-43.03,0.11,180.3,kayak,gray70,PARK,ManualOverride,335,1722606517.34,4,pNodeReporter
1722606518.467086,ned,45.24,-42.9,0.13,180.3,kayak,gray70,PARK,ManualOverride,336,1722606518.47,4,pNodeReporter
1722606519.595316,ned,45.28,-42.76,0.1,180.3,kayak,gray70,PARK,ManualOverride,337,1722606519.6,4,pNodeReporter
1722606520.850466,ned,45.32,-42.61,0.11,180.3,kayak,gray70,PARK,ManualOverride,338,1722606520.85,4,pNodeReporter
1722606521.855206,ned,45.38,-42.46,0.14,180.3,kayak,gray70,PARK,ManualOverride,339,1722606521.85,4,pNodeReporter
1722606522.7336261,ned,45.43,-42.33,0.11,180.3,kayak,gray70,PARK,ManualOverride,340,1722606522.73,4,pNodeReporter
1722606523.861896,ned,45.46,-42.18,0.06,180.3,kayak,gray70,PARK,ManualOverride,341,1722606523.86,4,pNodeReporter
1722606525.240796,ned,45.52,-42.01,0.15,180.3,kayak,gray70,PARK,ManualOverride,342,1722606525.24,4,pNodeReporter
1722606526.369016,ned,45.52,-41.92,0.07,180.3,kayak,gray70,PARK,ManualOverride,343,1722606526.37,4,pNodeReporter
1722606527.623136,ned,45.54,-41.76,0.08,180.3,kayak,gray70,PARK,ManualOverride,344,1722606527.62,4,pNodeReporter
1722606529.129946,ned,45.58,-41.63,0.08,180.3,kayak,gray70,PARK,ManualOverride,345,1722606529.13,4,pNodeReporter
1722606530.510526,ned,45.64,-41.48,0.1,180.3,kayak,gray70,PARK,ManualOverride,346,1722606530.51,4,pNodeReporter
1722606531.889336,ned,45.67,-41.35,0.09,180.3,kayak,gray70,PARK,ManualOverride,347,1722606531.89,4,pNodeReporter
1722606533.268166,ned,45.71,-41.2,0.1,180.3,kayak,gray70,PARK,ManualOverride,348,1722606533.27,4,pNodeReporter
1722606534.521716,ned,45.75,-41.07,0.11,180.3,kayak,gray70,PARK,ManualOverride,349,1722606534.52,4,pNodeReporter
1722606535.902846,ned,45.76,-40.96,0.07,180.3,kayak,gray70,PARK,ManualOverride,350,1722606535.9,4,pNodeReporter
1722606537.660316,ned,45.78,-40.83,0.09,180.3,kayak,gray70,PARK,ManualOverride,351,1722606537.66,4,pNodeReporter
1722606539.289736,ned,45.78,-40.72,0.07,180.3,kayak,gray70,PARK,ManualOverride,352,1722606539.29,4,pNodeReporter
1722606541.0445561,ned,45.8,-40.59,0.08,180.3,kayak,gray70,PARK,ManualOverride,353,1722606541.04,4,pNodeReporter
1722606542.674856,ned,45.8,-40.46,0.08,180.3,kayak,gray70,PARK,ManualOverride,354,1722606542.67,4,pNodeReporter
1722606544.684336,ned,45.78,-40.37,0.06,180.3,kayak,gray70,PARK,ManualOverride,355,1722606544.68,4,pNodeReporter
1722606546.693836,ned,45.78,-40.24,0.08,180.3,kayak,gray70,PARK,ManualOverride,356,1722606546.69,4,pNodeReporter
1722606548.451876,ned,45.79,-40.11,0.07,180.3,kayak,gray70,PARK,ManualOverride,357,1722606548.45,4,pNodeReporter
1722606550.461246,ned,45.8,-40,0.04,180.3,kayak,gray70,PARK,ManualOverride,358,1722606550.46,4,pNodeReporter
1722606552.722366,ned,45.83,-39.83,0.05,180.3,kayak,gray70,PARK,ManualOverride,359,1722606552.72,4,pNodeReporter
1722606555.107946,ned,45.83,-39.68,0.07,180.3,kayak,gray70,PARK,ManualOverride,360,1722606555.11,4,pNodeReporter
1722606556.987996,ned,45.84,-39.55,0.06,180.3,kayak,gray70,PARK,ManualOverride,361,1722606556.99,4,pNodeReporter
1722606559.369756,ned,45.86,-39.44,0.05,180.3,kayak,gray70,PARK,ManualOverride,362,1722606559.37,4,pNodeReporter
1722606561.880776,ned,45.87,-39.31,0.06,180.3,kayak,gray70,PARK,ManualOverride,363,1722606561.88,4,pNodeReporter
1722606564.267016,ned,45.9,-39.2,0.06,180.3,kayak,gray70,PARK,ManualOverride,364,1722606564.27,4,pNodeReporter
1722606566.653776,ned,45.9,-39.07,0.05,180.3,kayak,gray70,PARK,ManualOverride,365,1722606566.65,4,pNodeReporter
1722606569.667536,ned,45.89,-38.96,0.04,180.3,kayak,gray70,PARK,ManualOverride,366,1722606569.67,4,pNodeReporter
1722606572.681606,ned,45.89,-38.85,0.05,180.3,kayak,gray70,PARK,ManualOverride,367,1722606572.68,4,pNodeReporter
1722606575.570326,ned,45.9,-38.72,0.05,180.3,kayak,gray70,PARK,ManualOverride,368,1722606575.57,4,pNodeReporter
1722606578.333406,ned,45.93,-38.61,0.04,180.3,kayak,gray70,PARK,ManualOverride,369,1722606578.33,4,pNodeReporter
1722606581.096246,ned,45.95,-38.46,0.05,180.3,kayak,gray70,PARK,ManualOverride,370,1722606581.1,4,pNodeReporter
1722606583.8591661,ned,46.02,-38.35,0.05,180.3,kayak,gray70,PARK,ManualOverride,371,1722606583.86,4,pNodeReporter
1722606586.747866,ned,46.04,-38.24,0.05,180.3,kayak,gray70,PARK,ManualOverride,372,1722606586.75,4,pNodeReporter
1722606589.636946,ned,46.04,-38.12,0.05,180.3,kayak,gray70,PARK,ManualOverride,373,1722606589.64,4,pNodeReporter
1722606592.148876,ned,46.06,-37.99,0.05,180.3,kayak,gray70,PARK,ManualOverride,374,1722606592.15,4,pNodeReporter
1722606595.039326,ned,46.1,-37.88,0.05,180.3,kayak,gray70,PARK,ManualOverride,375,1722606595.04,4,pNodeReporter
1722606597.801476,ned,46.12,-37.75,0.03,180.3,kayak,gray70,PARK,ManualOverride,376,1722606597.8,4,pNodeReporter
1722606600.8098161,ned,46.2,-37.57,0.15,180.3,kayak,gray70,PARK,ManualOverride,377,1722606600.81,4,pNodeReporter
1722606601.060566,ned,46.21,-37.53,0.19,97.88,kayak,gray70,PARK,ManualOverride,378,1722606601.06,4,pNodeReporter
1722606601.185986,ned,46.24,-37.49,0.19,61.66,kayak,gray70,PARK,ManualOverride,379,1722606601.19,4,pNodeReporter
1722606601.4367461,ned,46.26,-37.46,0.19,43.41,kayak,gray70,PARK,ManualOverride,380,1722606601.44,4,pNodeReporter
1722606601.687546,ned,46.27,-37.4,0.22,29.09,kayak,gray70,PARK,ManualOverride,381,1722606601.69,4,pNodeReporter
1722606601.8129861,ned,46.28,-37.36,0.21,26.44,kayak,gray70,PARK,ManualOverride,382,1722606601.81,4,pNodeReporter
1722606602.314446,ned,46.3,-37.29,0.19,23.03,kayak,gray70,PARK,ManualOverride,383,1722606602.31,4,pNodeReporter
1722606602.816616,ned,46.34,-37.2,0.18,25.42,kayak,gray70,PARK,ManualOverride,384,1722606602.82,4,pNodeReporter
1722606603.319236,ned,46.36,-37.12,0.18,21.06,kayak,gray70,PARK,ManualOverride,385,1722606603.32,4,pNodeReporter
1722606606.330496,ned,46.49,-36.66,0.13,21.06,kayak,gray70,PARK,ManualOverride,386,1722606606.33,4,pNodeReporter
1722606609.338896,ned,46.56,-36.35,0.07,21.06,kayak,gray70,PARK,ManualOverride,387,1722606609.34,4,pNodeReporter
1722606612.352026,ned,46.62,-36.05,0.07,21.06,kayak,gray70,PARK,ManualOverride,388,1722606612.35,4,pNodeReporter
1722606615.3647761,ned,46.71,-35.79,0.08,21.06,kayak,gray70,PARK,ManualOverride,389,1722606615.36,4,pNodeReporter
1722606618.373186,ned,46.76,-35.59,0.07,21.06,kayak,gray70,PARK,ManualOverride,390,1722606618.37,4,pNodeReporter
1722606621.383866,ned,46.8,-35.38,0.05,21.06,kayak,gray70,PARK,ManualOverride,391,1722606621.38,4,pNodeReporter
1722606624.394506,ned,46.83,-35.23,0.05,21.06,kayak,gray70,PARK,ManualOverride,392,1722606624.39,4,pNodeReporter
1722606627.402946,ned,46.9,-35.05,0.07,21.06,kayak,gray70,PARK,ManualOverride,393,1722606627.4,4,pNodeReporter
1722606630.414796,ned,46.91,-34.85,0.06,21.06,kayak,gray70,PARK,ManualOverride,394,1722606630.41,4,pNodeReporter
1722606633.422956,ned,46.78,-34.55,0.06,21.06,kayak,gray70,PARK,ManualOverride,395,1722606633.42,4,pNodeReporter
1722606636.436206,ned,46.65,-34.4,0.05,21.06,kayak,gray70,PARK,ManualOverride,396,1722606636.44,4,pNodeReporter
1722606639.446526,ned,46.53,-34.35,0.06,21.06,kayak,gray70,PARK,ManualOverride,397,1722606639.45,4,pNodeReporter
1722606642.455386,ned,46.46,-34.27,0.05,21.06,kayak,gray70,PARK,ManualOverride,398,1722606642.46,4,pNodeReporter
1722606645.468256,ned,46.34,-34.31,0.05,21.06,kayak,gray70,PARK,ManualOverride,399,1722606645.47,4,pNodeReporter
1722606648.476726,ned,46.21,-34.29,0.04,21.06,kayak,gray70,PARK,ManualOverride,400,1722606648.48,4,pNodeReporter
1722606651.489056,ned,46.1,-34.23,0.06,21.06,kayak,gray70,PARK,ManualOverride,401,1722606651.49,4,pNodeReporter
1722606654.498946,ned,46.1,-34.14,0.04,21.06,kayak,gray70,PARK,ManualOverride,402,1722606654.5,4,pNodeReporter
1722606657.507256,ned,46.15,-34.03,0.05,21.06,kayak,gray70,PARK,ManualOverride,403,1722606657.51,4,pNodeReporter
1722606660.520136,ned,46.17,-33.94,0.04,21.06,kayak,gray70,PARK,ManualOverride,404,1722606660.52,4,pNodeReporter
1722606663.528526,ned,46.12,-33.88,0.04,21.06,kayak,gray70,PARK,ManualOverride,405,1722606663.53,4,pNodeReporter
1722606666.5398161,ned,46.09,-33.77,0.05,21.06,kayak,gray70,PARK,ManualOverride,406,1722606666.54,4,pNodeReporter
1722606669.549886,ned,46.06,-33.62,0.03,21.06,kayak,gray70,PARK,ManualOverride,407,1722606669.55,4,pNodeReporter
1722606672.558736,ned,45.98,-33.49,0.04,21.06,kayak,gray70,PARK,ManualOverride,408,1722606672.56,4,pNodeReporter
1722606675.5731661,ned,45.89,-33.31,0.02,21.06,kayak,gray70,PARK,ManualOverride,409,1722606675.57,4,pNodeReporter
1722606678.586926,ned,45.84,-33.18,0.03,21.06,kayak,gray70,PARK,ManualOverride,410,1722606678.59,4,pNodeReporter
1722606681.600856,ned,45.86,-33.09,0.03,21.06,kayak,gray70,PARK,ManualOverride,411,1722606681.6,4,pNodeReporter
1722606684.615436,ned,45.89,-32.97,0.04,21.06,kayak,gray70,PARK,ManualOverride,412,1722606684.62,4,pNodeReporter
1722606687.630256,ned,45.89,-32.92,0.06,21.06,kayak,gray70,PARK,ManualOverride,413,1722606687.63,4,pNodeReporter
