time,NAME,X,Y,SPD,HDG,TYPE,COLOR,MODE,ALLSTOP,TIME,LENGTH,src
1722607325.632896,ned,44.71,-23.93,0.03,21.06,kayak,gray70,PARK,ManualOverride,625,1722607325.63,4,pNodeReporter
1722607328.6447961,ned,44.71,-23.88,0.01,21.06,kayak,gray70,PARK,ManualOverride,626,1722607328.64,4,pNodeReporter
1722607331.653136,ned,44.71,-23.77,0.03,21.06,kayak,gray70,PARK,ManualOverride,627,1722607331.65,4,pNodeReporter
1722607334.666066,ned,44.68,-23.71,0.02,21.06,kayak,gray70,PARK,ManualOverride,628,1722607334.67,4,pNodeReporter
1722607337.675146,ned,44.65,-23.66,0.02,21.06,kayak,gray70,PARK,ManualOverride,629,1722607337.68,4,pNodeReporter
1722607340.684776,ned,44.61,-23.6,0.03,21.06,kayak,gray70,PARK,ManualOverride,630,1722607340.68,4,pNodeReporter
1722607343.697016,ned,44.57,-23.58,0.02,21.06,kayak,gray70,PARK,ManualOverride,631,1722607343.7,4,pNodeReporter
1722607346.7053561,ned,44.53,-23.55,0.02,21.06,kayak,gray70,PARK,ManualOverride,632,1722607346.71,4,pNodeReporter
1722607349.721286,ned,44.5,-23.47,0.01,21.06,kayak,gray70,PARK,ManualOverride,633,1722607349.72,4,pNodeReporter
1722607352.730396,ned,44.48,-23.42,0.02,21.06,kayak,gray70,PARK,ManualOverride,634,1722607352.73,4,pNodeReporter
1722607355.739886,ned,44.45,-23.38,0.01,21.06,kayak,gray70,PARK,ManualOverride,635,1722607355.74,4,pNodeReporter
1722607358.753906,ned,44.43,-23.3,0.04,21.06,kayak,gray70,PARK,ManualOverride,636,1722607358.75,4,pNodeReporter
1722607361.764956,ned,44.41,-23.29,0.02,21.06,kayak,gray70,PARK,ManualOverride,637,1722607361.76,4,pNodeReporter
1722607364.773366,ned,44.38,-23.27,0.02,21.06,kayak,gray70,PARK,ManualOverride,638,1722607364.77,4,pNodeReporter
1722607367.7866461,ned,44.38,-23.19,0.02,21.06,kayak,gray70,PARK,ManualOverride,639,1722607367.79,4,pNodeReporter
1722607370.800806,ned,44.35,-23.17,0.01,21.06,kayak,gray70,PARK,ManualOverride,640,1722607370.8,4,pNodeReporter
1722607373.8149061,ned,44.37,-23.16,0.01,21.06,kayak,gray70,PARK,ManualOverride,641,1722607373.81,4,pNodeReporter
1722607376.829336,ned,44.34,-23.1,0.01,21.06,kayak,gray70,PARK,ManualOverride,642,1722607376.83,4,pNodeReporter
1722607379.838646,ned,44.27,-23.05,0.04,21.06,kayak,gray70,PARK,ManualOverride,643,1722607379.84,4,pNodeReporter
1722607382.847716,ned,44.22,-23.01,0,21.06,kayak,gray70,PARK,ManualOverride,644,1722607382.85,4,pNodeReporter
1722607385.860146,ned,44.16,-22.95,0.02,21.06,kayak,gray70,PARK,ManualOverride,645,1722607385.86,4,pNodeReporter
1722607388.868396,ned,44.08,-22.92,0.02,21.06,kayak,gray70,PARK,ManualOverride,646,1722607388.87,4,pNodeReporter
1722607391.881586,ned,44.02,-22.88,0.05,21.06,kayak,gray70,PARK,ManualOverride,647,1722607391.88,4,pNodeReporter
1722607394.892136,ned,44.01,-22.86,0.01,21.06,kayak,gray70,PARK,ManualOverride,648,1722607394.89,4,pNodeReporter
1722607397.901806,ned,44.01,-22.84,0.01,21.06,kayak,gray70,PARK,ManualOverride,649,1722607397.9,4,pNodeReporter
1722607400.914896,ned,43.97,-22.8,0.03,21.06,kayak,gray70,PARK,ManualOverride,650,1722607400.91,4,pNodeReporter
1722607403.9232361,ned,43.91,-22.77,0.02,21.06,kayak,gray70,PARK,ManualOverride,651,1722607403.92,4,pNodeReporter
1722607406.935726,ned,43.82,-22.73,0.01,21.06,kayak,gray70,PARK,ManualOverride,652,1722607406.94,4,pNodeReporter
1722607409.9501061,ned,43.71,-22.66,0.02,21.06,kayak,gray70,PARK,ManualOverride,653,1722607409.95,4,pNodeReporter
1722607412.959286,ned,43.6,-22.6,0.04,21.06,kayak,gray70,PARK,ManualOverride,654,1722607412.96,4,pNodeReporter
1722607415.969006,ned,43.54,-22.56,0.03,21.06,kayak,gray70,PARK,ManualOverride,655,1722607415.97,4,pNodeReporter
1722607418.980276,ned,43.53,-22.54,0.02,21.06,kayak,gray70,PARK,ManualOverride,656,1722607418.98,4,pNodeReporter
1722607421.988446,ned,43.48,-22.51,0.06,21.06,kayak,gray70,PARK,ManualOverride,657,1722607421.99,4,pNodeReporter
1722607425.0018961,ned,43.39,-22.47,0.04,21.06,kayak,gray70,PARK,ManualOverride,658,1722607425,4,pNodeReporter
1722607428.0103061,ned,43.37,-22.42,0.03,21.06,kayak,gray70,PARK,ManualOverride,659,1722607428.01,4,pNodeReporter
1722607431.020446,ned,43.33,-22.38,0.02,21.06,kayak,gray70,PARK,ManualOverride,660,1722607431.02,4,pNodeReporter
1722607434.031846,ned,43.24,-22.4,0.03,21.06,kayak,gray70,PARK,ManualOverride,661,1722607434.03,4,pNodeReporter
1722607437.040276,ned,43.22,-22.43,0.01,21.06,kayak,gray70,PARK,ManualOverride,662,1722607437.04,4,pNodeReporter
1722607440.054866,ned,43.22,-22.43,0.02,21.06,kayak,gray70,PARK,ManualOverride,663,1722607440.05,4,pNodeReporter
1722607443.063376,ned,43.17,-22.43,0.01,21.06,kayak,gray70,PARK,ManualOverride,664,1722607443.06,4,pNodeReporter
1722607446.073596,ned,43.12,-22.4,0.01,21.06,kayak,gray70,PARK,ManualOverride,665,1722607446.07,4,pNodeReporter
1722607449.087796,ned,43.07,-22.4,0.03,21.06,kayak,gray70,PARK,ManualOverride,666,1722607449.09,4,pNodeReporter
1722607452.101906,ned,43.02,-22.34,0.01,21.06,kayak,gray70,PARK,ManualOverride,667,1722607452.1,4,pNodeReporter
1722607455.116056,ned,42.97,-22.3,0.02,21.06,kayak,gray70,PARK,ManualOverride,668,1722607455.12,4,pNodeReporter
1722607458.130366,ned,42.9,-22.32,0.04,21.06,kayak,gray70,PARK,ManualOverride,669,1722607458.13,4,pNodeReporter
1722607461.144346,ned,42.83,-22.34,0.03,21.06,kayak,gray70,PARK,ManualOverride,670,1722607461.14,4,pNodeReporter
1722607464.158026,ned,42.78,-22.34,0.02,21.06,kayak,gray70,PARK,ManualOverride,671,1722607464.16,4,pNodeReporter
1722607467.1718261,ned,42.72,-22.34,0.01,21.06,kayak,gray70,PARK,ManualOverride,672,1722607467.17,4,pNodeReporter
1722607470.1858861,ned,42.67,-22.3,0.02,21.06,kayak,gray70,PARK,ManualOverride,673,1722607470.19,4,pNodeReporter
1722607473.199986,ned,42.61,-22.25,0.02,21.06,kayak,gray70,PARK,ManualOverride,674,1722607473.2,4,pNodeReporter
1722607476.213776,ned,42.57,-22.21,0.02,21.06,kayak,gray70,PARK,ManualOverride,675,1722607476.21,4,pNodeReporter
1722607479.229296,ned,42.55,-22.16,0.02,21.06,kayak,gray70,PARK,ManualOverride,676,1722607479.23,4,pNodeReporter
1722607482.243156,ned,42.53,-22.16,0.02,21.06,kayak,gray70,PARK,ManualOverride,677,1722607482.24,4,pNodeReporter
1722607485.257976,ned,42.5,-22.14,0.04,21.06,kayak,gray70,PARK,ManualOverride,678,1722607485.26,4,pNodeReporter
1722607488.272026,ned,42.44,-22.17,0.04,21.06,kayak,gray70,PARK,ManualOverride,679,1722607488.27,4,pNodeReporter
1722607491.283886,ned,42.38,-22.16,0.06,21.06,kayak,gray70,PARK,ManualOverride,680,1722607491.28,4,pNodeReporter
1722607494.292386,ned,42.33,-22.14,0.02,21.06,kayak,gray70,PARK,ManualOverride,681,1722607494.29,4,pNodeReporter
1722607497.305296,ned,42.3,-22.14,0.02,21.06,kayak,gray70,PARK,ManualOverride,682,1722607497.31,4,pNodeReporter
1722607500.314066,ned,42.26,-22.1,0.01,21.06,kayak,gray70,PARK,ManualOverride,683,1722607500.31,4,pNodeReporter
1722607503.324246,ned,42.22,-22.06,0.02,21.06,kayak,gray70,PARK,ManualOverride,684,1722607503.32,4,pNodeReporter
1722607506.338066,ned,42.16,-22.01,0.02,21.06,kayak,gray70,PARK,ManualOverride,685,1722607506.34,4,pNodeReporter
1722607509.348786,ned,42.13,-21.97,0.03,21.06,kayak,gray70,PARK,ManualOverride,686,1722607509.35,4,pNodeReporter
1722607512.3572361,ned,42.07,-21.91,0.04,21.06,kayak,gray70,PARK,ManualOverride,687,1722607512.36,4,pNodeReporter
1722607515.370516,ned,42.03,-21.86,0.04,21.06,kayak,gray70,PARK,ManualOverride,688,1722607515.37,4,pNodeReporter
1722607518.379046,ned,41.98,-21.77,0.04,21.06,kayak,gray70,PARK,ManualOverride,689,1722607518.38,4,pNodeReporter
1722607521.390126,ned,41.94,-21.73,0.03,21.06,kayak,gray70,PARK,ManualOverride,690,1722607521.39,4,pNodeReporter
1722607524.406586,ned,41.9,-21.66,0.02,21.06,kayak,gray70,PARK,ManualOverride,691,1722607524.41,4,pNodeReporter
1722607527.416106,ned,41.83,-21.6,0.03,21.06,kayak,gray70,PARK,ManualOverride,692,1722607527.42,4,pNodeReporter
1722607530.425206,ned,41.76,-21.54,0.03,21.06,kayak,gray70,PARK,ManualOverride,693,1722607530.43,4,pNodeReporter
1722607533.437866,ned,41.68,-21.49,0.03,21.06,kayak,gray70,PARK,ManualOverride,694,1722607533.44,4,pNodeReporter
1722607536.4464061,ned,41.64,-21.47,0,21.06,kayak,gray70,PARK,ManualOverride,695,1722607536.45,4,pNodeReporter
1722607539.458206,ned,41.57,-21.49,0.02,21.06,kayak,gray70,PARK,ManualOverride,696,1722607539.46,4,pNodeReporter
1722607542.468866,ned,41.5,-21.47,0.02,21.06,kayak,gray70,PARK,ManualOverride,697,1722607542.47,4,pNodeReporter
1722607545.478166,ned,41.49,-21.45,0,21.06,kayak,gray70,PARK,ManualOverride,698,1722607545.48,4,pNodeReporter
1722607548.490636,ned,41.44,-21.41,0.03,21.06,kayak,gray70,PARK,ManualOverride,699,1722607548.49,4,pNodeReporter
1722607551.499336,ned,41.41,-21.4,0.03,21.06,kayak,gray70,PARK,ManualOverride,700,1722607551.5,4,pNodeReporter
1722607554.511076,ned,41.41,-21.38,0.01,21.06,kayak,gray70,PARK,ManualOverride,701,1722607554.51,4,pNodeReporter
1722607557.520626,ned,41.4,-21.36,0.01,21.06,kayak,gray70,PARK,ManualOverride,702,1722607557.52,4,pNodeReporter
1722607560.529546,ned,41.34,-21.32,0,21.06,kayak,gray70,PARK,ManualOverride,703,1722607560.53,4,pNodeReporter
1722607563.543956,ned,41.29,-21.38,0.03,21.06,kayak,gray70,PARK,ManualOverride,704,1722607563.54,4,pNodeReporter
1722607566.555476,ned,41.24,-21.43,0.03,21.06,kayak,gray70,PARK,ManualOverride,705,1722607566.56,4,pNodeReporter
1722607569.563906,ned,41.2,-21.47,0.02,21.06,kayak,gray70,PARK,ManualOverride,706,1722607569.56,4,pNodeReporter
1722607572.576486,ned,41.18,-21.53,0.02,21.06,kayak,gray70,PARK,ManualOverride,707,1722607572.58,4,pNodeReporter
1722607575.592256,ned,41.16,-21.56,0.03,21.06,kayak,gray70,PARK,ManualOverride,708,1722607575.59,4,pNodeReporter
1722607578.606026,ned,41.15,-21.58,0.02,21.06,kayak,gray70,PARK,ManualOverride,709,1722607578.61,4,pNodeReporter
1722607581.620116,ned,41.15,-21.6,0.02,21.06,kayak,gray70,PARK,ManualOverride,710,1722607581.62,4,pNodeReporter
1722607584.633886,ned,41.14,-21.62,0.02,21.06,kayak,gray70,PARK,ManualOverride,711,1722607584.63,4,pNodeReporter
1722607587.647936,ned,41.11,-21.62,0.03,21.06,kayak,gray70,PARK,ManualOverride,712,1722607587.65,4,pNodeReporter
1722607590.662786,ned,41.11,-21.6,0.03,21.06,kayak,gray70,PARK,ManualOverride,713,1722607590.66,4,pNodeReporter
1722607593.676726,ned,41.11,-21.58,0.02,21.06,kayak,gray70,PARK,ManualOverride,714,1722607593.68,4,pNodeReporter
1722607596.691056,ned,41.08,-21.56,0.02,21.06,kayak,gray70,PARK,ManualOverride,715,1722607596.69,4,pNodeReporter
1722607599.705116,ned,41.07,-21.56,0.01,21.06,kayak,gray70,PARK,ManualOverride,716,1722607599.7,4,pNodeReporter
1722607602.718966,ned,41.05,-21.6,0.02,21.06,kayak,gray70,PARK,ManualOverride,717,1722607602.72,4,pNodeReporter
1722607605.732036,ned,41.05,-21.53,0.03,21.06,kayak,gray70,PARK,ManualOverride,718,1722607605.73,4,pNodeReporter
1722607608.7402961,ned,41.04,-21.49,0.01,21.06,kayak,gray70,PARK,ManualOverride,719,1722607608.74,4,pNodeReporter
1722607611.751736,ned,41.05,-21.43,0.02,21.06,kayak,gray70,PARK,ManualOverride,720,1722607611.75,4,pNodeReporter
1722607614.767016,ned,41.04,-21.36,0.01,21.06,kayak,gray70,PARK,ManualOverride,721,1722607614.77,4,pNodeReporter
1722607617.775966,ned,40.98,-21.25,0.03,21.06,kayak,gray70,PARK,ManualOverride,722,1722607617.78,4,pNodeReporter
1722607620.7854261,ned,40.96,-21.16,0.02,21.06,kayak,gray70,PARK,ManualOverride,723,1722607620.79,4,pNodeReporter
1722607623.797446,ned,40.9,-20.99,0.01,21.06,kayak,gray70,PARK,ManualOverride,724,1722607623.8,4,pNodeReporter
1722607626.806056,ned,40.82,-20.84,0.03,21.06,kayak,gray70,PARK,ManualOverride,725,1722607626.81,4,pNodeReporter
1722607628.563146,ned,40.7,-20.58,0.03,21.06,kayak,gray70,PARK,ManualOverride,726,1722607628.56,4,pNodeReporter
1722607630.446896,ned,40.57,-20.32,0.02,21.06,kayak,gray70,PARK,ManualOverride,727,1722607630.45,4,pNodeReporter
1722607632.832836,ned,40.48,-20.04,0.01,21.06,kayak,gray70,PARK,ManualOverride,728,1722607632.83,4,pNodeReporter
1722607635.214656,ned,40.37,-19.78,0.03,21.06,kayak,gray70,PARK,ManualOverride,729,1722607635.21,4,pNodeReporter
1722607637.220416,ned,40.26,-19.51,0.03,21.06,kayak,gray70,PARK,ManualOverride,730,1722607637.22,4,pNodeReporter
1722607639.6061761,ned,40.15,-19.23,0.02,21.06,kayak,gray70,PARK,ManualOverride,731,1722607639.61,4,pNodeReporter
1722607642.615736,ned,40.09,-18.97,0.03,21.06,kayak,gray70,PARK,ManualOverride,732,1722607642.62,4,pNodeReporter
1722607645.624876,ned,40.09,-18.65,0.05,21.06,kayak,gray70,PARK,ManualOverride,733,1722607645.62,4,pNodeReporter
1722607648.637046,ned,40.09,-18.47,0.01,21.06,kayak,gray70,PARK,ManualOverride,734,1722607648.64,4,pNodeReporter
1722607651.645256,ned,40.07,-18.27,0.01,21.06,kayak,gray70,PARK,ManualOverride,735,1722607651.65,4,pNodeReporter
1722607654.657486,ned,40.03,-18.14,0.02,21.06,kayak,gray70,PARK,ManualOverride,736,1722607654.66,4,pNodeReporter
1722607657.666656,ned,39.93,-17.91,0.01,21.06,kayak,gray70,PARK,ManualOverride,737,1722607657.67,4,pNodeReporter
1722607659.922986,ned,39.85,-17.65,0.03,21.06,kayak,gray70,PARK,ManualOverride,738,1722607659.92,4,pNodeReporter
1722607661.9321861,ned,39.77,-17.36,0.03,21.06,kayak,gray70,PARK,ManualOverride,739,1722607661.93,4,pNodeReporter
1722607664.941536,ned,39.67,-17.15,0.03,21.06,kayak,gray70,PARK,ManualOverride,740,1722607664.94,4,pNodeReporter
1722607667.951006,ned,39.59,-17.04,0.02,21.06,kayak,gray70,PARK,ManualOverride,741,1722607667.95,4,pNodeReporter
1722607670.963766,ned,39.55,-16.93,0.02,21.06,kayak,gray70,PARK,ManualOverride,742,1722607670.96,4,pNodeReporter
1722607673.972186,ned,39.51,-16.91,0,21.06,kayak,gray70,PARK,ManualOverride,743,1722607673.97,4,pNodeReporter
1722607676.985086,ned,39.48,-16.82,0.02,21.06,kayak,gray70,PARK,ManualOverride,744,1722607676.98,4,pNodeReporter
1722607679.9989161,ned,39.48,-16.93,0.01,21.06,kayak,gray70,PARK,ManualOverride,745,1722607680,4,pNodeReporter
1722607683.007556,ned,39.42,-16.89,0.02,21.06,kayak,gray70,PARK,ManualOverride,746,1722607683.01,4,pNodeReporter
1722607686.017636,ned,39.37,-16.67,0.01,21.06,kayak,gray70,PARK,ManualOverride,747,1722607686.02,4,pNodeReporter
1722607689.031716,ned,39.36,-16.51,0.03,21.06,kayak,gray70,PARK,ManualOverride,748,1722607689.03,4,pNodeReporter
1722607692.045536,ned,39.31,-16.38,0.04,21.06,kayak,gray70,PARK,ManualOverride,749,1722607692.05,4,pNodeReporter
1722607695.059176,ned,39.3,-16.28,0.04,21.06,kayak,gray70,PARK,ManualOverride,750,1722607695.06,4,pNodeReporter
1722607698.0735261,ned,39.27,-16.21,0.02,21.06,kayak,gray70,PARK,ManualOverride,751,1722607698.07,4,pNodeReporter
1722607701.091696,ned,39.23,-16.17,0.01,21.06,kayak,gray70,PARK,ManualOverride,752,1722607701.09,4,pNodeReporter
1722607704.105586,ned,39.21,-16.08,0.01,21.06,kayak,gray70,PARK,ManualOverride,753,1722607704.11,4,pNodeReporter
1722607707.119746,ned,39.16,-16.04,0.02,21.06,kayak,gray70,PARK,ManualOverride,754,1722607707.12,4,pNodeReporter
1722607710.133966,ned,39.15,-16.01,0.01,21.06,kayak,gray70,PARK,ManualOverride,755,1722607710.13,4,pNodeReporter
1722607713.147936,ned,39.11,-15.93,0.02,21.06,kayak,gray70,PARK,ManualOverride,756,1722607713.15,4,pNodeReporter
1722607716.162456,ned,39.05,-15.84,0.02,21.06,kayak,gray70,PARK,ManualOverride,757,1722607716.16,4,pNodeReporter
1722607719.176696,ned,39,-15.71,0.03,21.06,kayak,gray70,PARK,ManualOverride,758,1722607719.18,4,pNodeReporter
1722607722.190956,ned,38.94,-15.69,0.02,21.06,kayak,gray70,PARK,ManualOverride,759,1722607722.19,4,pNodeReporter
1722607725.205146,ned,38.9,-15.67,0.01,21.06,kayak,gray70,PARK,ManualOverride,760,1722607725.21,4,pNodeReporter
1722607728.213406,ned,38.88,-15.69,0.02,21.06,kayak,gray70,PARK,ManualOverride,761,1722607728.21,4,pNodeReporter
1722607731.2238061,ned,38.85,-15.76,0.01,21.06,kayak,gray70,PARK,ManualOverride,762,1722607731.22,4,pNodeReporter
1722607734.235096,ned,38.82,-15.82,0.04,21.06,kayak,gray70,PARK,ManualOverride,763,1722607734.23,4,pNodeReporter
1722607737.243336,ned,38.79,-15.89,0.02,21.06,kayak,gray70,PARK,ManualOverride,764,1722607737.24,4,pNodeReporter
1722607740.256496,ned,38.77,-15.91,0.02,21.06,kayak,gray70,PARK,ManualOverride,765,1722607740.26,4,pNodeReporter
1722607743.2650661,ned,38.77,-16.01,0.02,21.06,kayak,gray70,PARK,ManualOverride,766,1722607743.26,4,pNodeReporter
1722607746.2755961,ned,38.71,-15.99,0.02,21.06,kayak,gray70,PARK,ManualOverride,767,1722607746.28,4,pNodeReporter
1722607749.2894561,ned,38.68,-16.06,0.03,21.06,kayak,gray70,PARK,ManualOverride,768,1722607749.29,4,pNodeReporter
1722607752.299416,ned,38.53,-16.06,0.03,21.06,kayak,gray70,PARK,ManualOverride,769,1722607752.3,4,pNodeReporter
1722607755.3082561,ned,38.42,-16.14,0.02,21.06,kayak,gray70,PARK,ManualOverride,770,1722607755.31,4,pNodeReporter
1722607758.320806,ned,38.29,-16.06,0.02,21.06,kayak,gray70,PARK,ManualOverride,771,1722607758.32,4,pNodeReporter
1722607761.329246,ned,38.21,-16.02,0.04,21.06,kayak,gray70,PARK,ManualOverride,772,1722607761.33,4,pNodeReporter
1722607764.340606,ned,38.16,-16.06,0.02,21.06,kayak,gray70,PARK,ManualOverride,773,1722607764.34,4,pNodeReporter
1722607767.354906,ned,38.11,-15.99,0.03,21.06,kayak,gray70,PARK,ManualOverride,774,1722607767.35,4,pNodeReporter
1722607770.364036,ned,37.97,-15.88,0.02,21.06,kayak,gray70,PARK,ManualOverride,775,1722607770.36,4,pNodeReporter
1722607773.373646,ned,37.88,-15.86,0.02,21.06,kayak,gray70,PARK,ManualOverride,776,1722607773.37,4,pNodeReporter
1722607776.385336,ned,37.81,-15.89,0.01,21.06,kayak,gray70,PARK,ManualOverride,777,1722607776.39,4,pNodeReporter
1722607779.393756,ned,37.78,-15.97,0.03,21.06,kayak,gray70,PARK,ManualOverride,778,1722607779.39,4,pNodeReporter
1722607782.407696,ned,37.75,-15.99,0.01,21.06,kayak,gray70,PARK,ManualOverride,779,1722607782.41,4,pNodeReporter
1722607785.416496,ned,37.78,-16.04,0.02,21.06,kayak,gray70,PARK,ManualOverride,780,1722607785.42,4,pNodeReporter
1722607788.426376,ned,37.8,-16.14,0.01,21.06,kayak,gray70,PARK,ManualOverride,781,1722607788.43,4,pNodeReporter
1722607791.438006,ned,37.78,-16.17,0.03,21.06,kayak,gray70,PARK,ManualOverride,782,1722607791.44,4,pNodeReporter
1722607794.446526,ned,37.77,-16.21,0.02,21.06,kayak,gray70,PARK,ManualOverride,783,1722607794.45,4,pNodeReporter
1722607797.458666,ned,37.73,-16.21,0.03,21.06,kayak,gray70,PARK,ManualOverride,784,1722607797.46,4,pNodeReporter
1722607800.467496,ned,37.74,-16.19,0.02,21.06,kayak,gray70,PARK,ManualOverride,785,1722607800.47,4,pNodeReporter
1722607803.4780061,ned,37.78,-16.19,0.03,21.06,kayak,gray70,PARK,ManualOverride,786,1722607803.48,4,pNodeReporter
1722607806.489676,ned,37.77,-16.3,0.02,21.06,kayak,gray70,PARK,ManualOverride,787,1722607806.49,4,pNodeReporter
1722607809.498406,ned,37.71,-16.3,0.02,21.06,kayak,gray70,PARK,ManualOverride,788,1722607809.5,4,pNodeReporter
1722607812.511916,ned,37.67,-16.39,0.02,21.06,kayak,gray70,PARK,ManualOverride,789,1722607812.51,4,pNodeReporter
1722607815.525486,ned,37.64,-16.49,0.04,21.06,kayak,gray70,PARK,ManualOverride,790,1722607815.53,4,pNodeReporter
1722607818.533926,ned,37.66,-16.52,0.03,21.06,kayak,gray70,PARK,ManualOverride,791,1722607818.53,4,pNodeReporter
1722607821.5447161,ned,37.67,-16.51,0.02,21.06,kayak,gray70,PARK,ManualOverride,792,1722607821.54,4,pNodeReporter
1722607824.559226,ned,37.63,-16.51,0.02,21.06,kayak,gray70,PARK,ManualOverride,793,1722607824.56,4,pNodeReporter
1722607827.575116,ned,37.6,-16.49,0.03,21.06,kayak,gray70,PARK,ManualOverride,794,1722607827.57,4,pNodeReporter
1722607830.589266,ned,37.59,-16.39,0.01,21.06,kayak,gray70,PARK,ManualOverride,795,1722607830.59,4,pNodeReporter
1722607833.602726,ned,37.56,-16.38,0.04,21.06,kayak,gray70,PARK,ManualOverride,796,1722607833.6,4,pNodeReporter
1722607836.618246,ned,37.55,-16.39,0.03,21.06,kayak,gray70,PARK,ManualOverride,797,1722607836.62,4,pNodeReporter
1722607839.632046,ned,37.52,-16.32,0.05,21.06,kayak,gray70,PARK,ManualOverride,798,1722607839.63,4,pNodeReporter
1722607842.6465461,ned,37.52,-16.28,0.04,21.06,kayak,gray70,PARK,ManualOverride,799,1722607842.65,4,pNodeReporter
1722607845.661086,ned,37.45,-16.34,0.03,21.06,kayak,gray70,PARK,ManualOverride,800,1722607845.66,4,pNodeReporter
1722607848.675076,ned,37.38,-16.41,0.02,21.06,kayak,gray70,PARK,ManualOverride,801,1722607848.67,4,pNodeReporter
1722607851.6892061,ned,37.34,-16.3,0.03,21.06,kayak,gray70,PARK,ManualOverride,802,1722607851.69,4,pNodeReporter
1722607854.704616,ned,37.29,-16.17,0.03,21.06,kayak,gray70,PARK,ManualOverride,803,1722607854.7,4,pNodeReporter
1722607857.7127361,ned,37.23,-16.04,0.04,21.06,kayak,gray70,PARK,ManualOverride,804,1722607857.71,4,pNodeReporter
1722607860.7223961,ned,37.19,-15.93,0.05,21.06,kayak,gray70,PARK,ManualOverride,805,1722607860.72,4,pNodeReporter
1722607863.734116,ned,37.19,-15.88,0.02,21.06,kayak,gray70,PARK,ManualOverride,806,1722607863.73,4,pNodeReporter
1722607866.742546,ned,37.25,-15.93,0.01,21.06,kayak,gray70,PARK,ManualOverride,807,1722607866.74,4,pNodeReporter
1722607869.754626,ned,37.27,-15.97,0.02,21.06,kayak,gray70,PARK,ManualOverride,808,1722607869.75,4,pNodeReporter
1722607872.763986,ned,37.25,-15.93,0.04,21.06,kayak,gray70,PARK,ManualOverride,809,1722607872.76,4,pNodeReporter
1722607875.773466,ned,37.26,-15.93,0.02,21.06,kayak,gray70,PARK,ManualOverride,810,1722607875.77,4,pNodeReporter
1722607878.786276,ned,37.25,-15.95,0.01,21.06,kayak,gray70,PARK,ManualOverride,811,1722607878.79,4,pNodeReporter
1722607881.794836,ned,37.21,-15.93,0.03,21.06,kayak,gray70,PARK,ManualOverride,812,1722607881.79,4,pNodeReporter
1722607884.809366,ned,37.22,-16.01,0.03,21.06,kayak,gray70,PARK,ManualOverride,813,1722607884.81,4,pNodeReporter
1722607887.823506,ned,37.25,-16.08,0.02,21.06,kayak,gray70,PARK,ManualOverride,814,1722607887.82,4,pNodeReporter
1722607890.831876,ned,37.27,-16.14,0.01,21.06,kayak,gray70,PARK,ManualOverride,815,1722607890.83,4,pNodeReporter
1722607893.842156,ned,37.27,-16.21,0.05,21.06,kayak,gray70,PARK,ManualOverride,816,1722607893.84,4,pNodeReporter
1722607896.8531961,ned,37.27,-16.23,0.03,21.06,kayak,gray70,PARK,ManualOverride,817,1722607896.85,4,pNodeReporter
1722607899.861756,ned,37.19,-16.21,0.04,21.06,kayak,gray70,PARK,ManualOverride,818,1722607899.86,4,pNodeReporter
1722607902.875336,ned,37.17,-16.26,0.04,21.06,kayak,gray70,PARK,ManualOverride,819,1722607902.88,4,pNodeReporter
1722607905.888176,ned,37.12,-16.34,0.03,21.06,kayak,gray70,PARK,ManualOverride,820,1722607905.89,4,pNodeReporter
1722607908.896326,ned,37.07,-16.36,0.05,21.06,kayak,gray70,PARK,ManualOverride,821,1722607908.9,4,pNodeReporter
1722607911.907856,ned,37.07,-16.32,0.02,21.06,kayak,gray70,PARK,ManualOverride,822,1722607911.91,4,pNodeReporter
1722607914.917816,ned,37.01,-16.3,0.02,21.06,kayak,gray70,PARK,ManualOverride,823,1722607914.92,4,pNodeReporter
1722607917.928176,ned,36.97,-16.32,0.05,21.06,kayak,gray70,PARK,ManualOverride,824,1722607917.93,4,pNodeReporter
1722607920.941296,ned,36.91,-16.23,0.03,21.06,kayak,gray70,PARK,ManualOverride,825,1722607920.94,4,pNodeReporter
1722607923.949706,ned,36.88,-16.19,0.05,21.06,kayak,gray70,PARK,ManualOverride,826,1722607923.95,4,pNodeReporter
1722607926.961266,ned,36.88,-16.19,0.03,21.06,kayak,gray70,PARK,ManualOverride,827,1722607926.96,4,pNodeReporter
1722607929.975286,ned,36.88,-16.17,0.03,21.06,kayak,gray70,PARK,ManualOverride,828,1722607929.98,4,pNodeReporter
1722607932.9887161,ned,36.88,-16.17,0.03,21.06,kayak,gray70,PARK,ManualOverride,829,1722607932.99,4,pNodeReporter
1722607936.002716,ned,36.89,-16.19,0.02,21.06,kayak,gray70,PARK,ManualOverride,830,1722607936,4,pNodeReporter
1722607939.016756,ned,36.89,-16.17,0.03,21.06,kayak,gray70,PARK,ManualOverride,831,1722607939.02,4,pNodeReporter
1722607942.030916,ned,36.89,-16.21,0.01,21.06,kayak,gray70,PARK,ManualOverride,832,1722607942.03,4,pNodeReporter
1722607945.045556,ned,36.88,-16.17,0.01,21.06,kayak,gray70,PARK,ManualOverride,833,1722607945.05,4,pNodeReporter
1722607948.059316,ned,36.91,-16.17,0.03,21.06,kayak,gray70,PARK,ManualOverride,834,1722607948.06,4,pNodeReporter
1722607951.073716,ned,36.89,-16.14,0.03,21.06,kayak,gray70,PARK,ManualOverride,835,1722607951.07,4,pNodeReporter
