time,data,src
1722605824.4936972,0.00000,pMarinePID
1722605824.594777,0.00000,pMarinePID
1722605824.695297,0.00000,pMarinePID
1722605824.795507,0.00000,pMarinePID
1722605824.895857,0.00000,pMarinePID
1722605824.996077,0.00000,pMarinePID
1722605825.096277,0.00000,pMarinePID
1722605825.196537,0.00000,pMarinePID
1722605825.296787,0.00000,pMarinePID
1722605825.397027,0.00000,pMarinePID
1722605825.497267,0.00000,pMarinePID
1722605825.597497,0.00000,pMarinePID
1722605825.6977072,0.00000,pMarinePID
1722605825.797897,0.00000,pMarinePID
1722605825.797897,0.00000,pMarinePID
1722605825.898147,0.00000,pMarinePID
1722605825.998357,0.00000,pMarinePID
1722605826.098597,0.00000,pMarinePID
1722605826.198817,0.00000,pMarinePID
1722605826.299027,0.00000,pMarinePID
1722605826.399207,0.00000,pMarinePID
1722605826.4994671,0.00000,pMarinePID
1722605826.599657,0.00000,pMarinePID
1722605826.699867,0.00000,pMarinePID
1722605826.800107,0.00000,pMarinePID
1722605826.900307,0.00000,pMarinePID
1722605827.000507,0.00000,pMarinePID
1722605827.000507,0.00000,pMarinePID
1722605827.100707,0.00000,pMarinePID
1722605827.200907,0.00000,pMarinePID
1722605827.301117,0.00000,pMarinePID
1722605827.4013271,0.00000,pMarinePID
1722605827.501637,0.00000,pMarinePID
1722605827.601947,0.00000,pMarinePID
1722605827.7022572,0.00000,pMarinePID
1722605827.8028471,0.00000,pMarinePID
1722605827.903177,0.00000,pMarinePID
1722605828.003557,0.00000,pMarinePID
1722605828.103897,0.00000,pMarinePID
1722605828.204247,0.00000,pMarinePID
1722605828.304627,0.00000,pMarinePID
1722605828.404927,0.00000,pMarinePID
1722605828.505367,0.00000,pMarinePID
1722605828.605827,0.00000,pMarinePID
1722605828.706227,0.00000,pMarinePID
1722605828.806597,0.00000,pMarinePID
1722605828.906917,0.00000,pMarinePID
1722605829.007257,0.00000,pMarinePID
1722605829.107577,0.00000,pMarinePID
1722605829.207937,0.00000,pMarinePID
1722605829.308327,0.00000,pMarinePID
1722605829.408597,0.00000,pMarinePID
1722605829.408597,0.00000,pMarinePID
1722605829.508927,0.00000,pMarinePID
1722605829.609297,0.00000,pMarinePID
1722605829.709767,0.00000,pMarinePID
1722605829.810147,0.00000,pMarinePID
1722605829.9106572,0.00000,pMarinePID
1722605830.010937,0.00000,pMarinePID
1722605830.111257,0.00000,pMarinePID
1722605830.211607,0.00000,pMarinePID
1722605830.311937,0.00000,pMarinePID
1722605830.412347,0.00000,pMarinePID
1722605830.512867,0.00000,pMarinePID
1722605830.6132271,0.00000,pMarinePID
1722605830.713587,0.00000,pMarinePID
1722605830.813957,0.00000,pMarinePID
1722605830.914297,0.00000,pMarinePID
1722605831.0147371,0.00000,pMarinePID
1722605831.115037,0.00000,pMarinePID
1722605831.215377,0.00000,pMarinePID
1722605831.3156772,0.00000,pMarinePID
1722605831.416037,0.00000,pMarinePID
1722605831.5163372,0.00000,pMarinePID
1722605831.616727,0.00000,pMarinePID
1722605831.717127,0.00000,pMarinePID
1722605831.817397,0.00000,pMarinePID
1722605831.917757,0.00000,pMarinePID
1722605832.0180771,0.00000,pMarinePID
1722605832.118367,0.00000,pMarinePID
1722605832.2187672,0.00000,pMarinePID
1722605832.319107,0.00000,pMarinePID
1722605832.4194071,0.00000,pMarinePID
1722605832.5198572,0.00000,pMarinePID
1722605832.620167,0.00000,pMarinePID
1722605832.720457,0.00000,pMarinePID
1722605832.820857,0.00000,pMarinePID
1722605832.921207,0.00000,pMarinePID
