time,data,src
1722605821.599978,0.00000,pMarinePID
1722605821.700308,0.00000,pMarinePID
1722605821.800638,0.00000,pMarinePID
1722605821.901408,0.00000,pMarinePID
1722605822.002558,0.00000,pMarinePID
1722605822.102958,0.00000,pMarinePID
1722605822.203318,0.00000,pMarinePID
1722605822.303878,0.00000,pMarinePID
1722605822.404568,0.00000,pMarinePID
1722605822.505208,0.00000,pMarinePID
1722605822.6059082,0.00000,pMarinePID
1722605822.7061381,0.00000,pMarinePID
1722605822.7061381,0.00000,pMarinePID
1722605822.806518,0.00000,pMarinePID
1722605822.906918,0.00000,pMarinePID
1722605823.007278,0.00000,pMarinePID
1722605823.1076581,0.00000,pMarinePID
1722605823.2080982,0.00000,pMarinePID
1722605823.308448,0.00000,pMarinePID
1722605823.408828,0.00000,pMarinePID
1722605823.509288,0.00000,pMarinePID
1722605823.609728,0.00000,pMarinePID
1722605823.710088,0.00000,pMarinePID
1722605823.810528,0.00000,pMarinePID
1722605823.910988,0.00000,pMarinePID
1722605823.910988,0.00000,pMarinePID
1722605824.011338,0.00000,pMarinePID
1722605824.111728,0.00000,pMarinePID
1722605824.212088,0.00000,pMarinePID
1722605824.312608,0.00000,pMarinePID
1722605824.413038,0.00000,pMarinePID
1722605824.513408,0.00000,pMarinePID
1722605824.6139982,0.00000,pMarinePID
1722605824.714378,0.00000,pMarinePID
1722605824.8149781,0.00000,pMarinePID
1722605824.915358,0.00000,pMarinePID
1722605825.015808,0.00000,pMarinePID
1722605825.116138,0.00000,pMarinePID
1722605825.2165082,0.00000,pMarinePID
1722605825.316838,0.00000,pMarinePID
1722605825.4171982,0.00000,pMarinePID
1722605825.517668,0.00000,pMarinePID
1722605825.618078,0.00000,pMarinePID
1722605825.718368,0.00000,pMarinePID
1722605825.8186681,0.00000,pMarinePID
1722605825.919058,0.00000,pMarinePID
1722605826.019408,0.00000,pMarinePID
1722605826.119738,0.00000,pMarinePID
1722605826.220098,0.00000,pMarinePID
1722605826.3204281,0.00000,pMarinePID
1722605826.3204281,0.00000,pMarinePID
1722605826.420758,0.00000,pMarinePID
1722605826.5210981,0.00000,pMarinePID
1722605826.621418,0.00000,pMarinePID
1722605826.721728,0.00000,pMarinePID
1722605826.822108,0.00000,pMarinePID
1722605826.9224281,0.00000,pMarinePID
1722605827.022818,0.00000,pMarinePID
1722605827.123148,0.00000,pMarinePID
1722605827.223498,0.00000,pMarinePID
1722605827.323818,0.00000,pMarinePID
1722605827.4241881,0.00000,pMarinePID
1722605827.5246181,0.00000,pMarinePID
1722605827.624938,0.00000,pMarinePID
1722605827.725258,0.00000,pMarinePID
1722605827.825578,0.00000,pMarinePID
1722605827.925908,0.00000,pMarinePID
1722605828.026278,0.00000,pMarinePID
1722605828.126588,0.00000,pMarinePID
1722605828.226898,0.00000,pMarinePID
1722605828.327238,0.00000,pMarinePID
1722605828.427568,0.00000,pMarinePID
1722605828.527868,0.00000,pMarinePID
1722605828.628228,0.00000,pMarinePID
1722605828.7286081,0.00000,pMarinePID
1722605828.828938,0.00000,pMarinePID
